week_start,status,move_threshold,prob_threshold,sl_atr,tp_atr,rr,n_trades_week
2024-01-15 00:00:00+00:00,ok,0.005754784017878822,0.752672307692442,2.190430486337118,6.0,2.739187587747001,3
2024-01-22 00:00:00+00:00,ok,0.005105367969711389,0.586140394234507,2.022643350525437,6.0,2.966415210293188,2
2024-01-29 00:00:00+00:00,ok,0.004165333758327195,0.620501755284444,1.5076509984016964,6.0,3.9797008766331134,4
2024-02-05 00:00:00+00:00,ok,0.004767743608227482,0.4664509917200076,3.0,6.0,1.9999999999993332,2
2024-02-12 00:00:00+00:00,ok,0.004700308890404848,0.620501755284444,2.714615648857385,6.0,2.210257648269015,1
2024-02-19 00:00:00+00:00,ok,0.0039315352533559386,0.4664509917200076,3.0,6.0,1.9999999999993332,3
2024-02-26 00:00:00+00:00,ok,0.0033903839242214406,0.586140394234507,3.0,6.0,1.9999999999993332,4
2024-03-04 00:00:00+00:00,ok,0.0031698928482179925,0.7137788066524076,1.1292888518002613,6.0,5.3130782177029,2
2024-03-11 00:00:00+00:00,ok,0.0051645160409105485,0.4664509917200076,1.8557364527051636,6.0,3.2332177294089273,2
2024-03-18 00:00:00+00:00,ok,0.005141552705699037,0.620501755284444,3.0,6.0,1.9999999999993332,2
2024-03-25 00:00:00+00:00,ok,0.005004806998756589,0.620501755284444,3.0,6.0,1.9999999999993332,3
2024-04-01 00:00:00+00:00,ok,0.006264072496861725,0.4398532019712619,1.1422433405441699,6.0,5.252821169555972,1
2024-04-08 00:00:00+00:00,ok,0.00773858626558137,0.7137788066524076,2.2162310648886545,6.0,2.7072989342375897,2
2024-04-15 00:00:00+00:00,ok,0.008407417922424793,0.586140394234507,2.122357433764836,6.0,2.827045013503598,4
2024-04-22 00:00:00+00:00,ok,0.00911559278924195,0.586140394234507,1.772986557249407,6.0,3.3841204127937403,5
2024-04-29 00:00:00+00:00,ok,0.007876394810286614,0.620501755284444,1.6745750649613043,6.0,3.5829985323082925,4
2024-05-06 00:00:00+00:00,ok,0.006728875824888732,0.4664509917200076,1.5188491494506433,6.0,3.950359390309568,1
2024-05-13 00:00:00+00:00,ok,0.0058344243970035355,0.586140394234507,2.9757656395004064,6.0,2.0162878152613213,3
2024-05-20 00:00:00+00:00,ok,0.005263546736073122,0.752672307692442,1.549754882863648,6.0,3.8715799939338056,0
2024-05-27 00:00:00+00:00,ok,0.006052770167190398,0.620501755284444,1.779921492887325,6.0,3.3709351923514577,1
2024-06-03 00:00:00+00:00,ok,0.005776406850675909,0.620501755284444,1.343271000297119,6.0,4.466708503845009,1
2024-06-10 00:00:00+00:00,ok,0.005971899131973485,0.4398532019712619,2.259995331496526,6.0,2.65487274083184,4
2024-06-17 00:00:00+00:00,ok,0.006484980168624627,0.7137788066524076,1.7821403432560055,6.0,3.3667382160456087,2
2024-06-24 00:00:00+00:00,ok,0.00542577923686931,0.620501755284444,1.5962307593468905,6.0,3.75885501821252,2
